path	len	chunk	inode	sha256
/home/hiro/prj/jev-optimize/artifacts/hintbench-aa-study/p5a/bin/c112xxxxxxxxxxxxxxxxxxxxxxxxxxx	96	112	1426961	a84b7c0dfe37e4f6
/home/hiro/prj/jev-optimize/artifacts/hintbench-aa-study/p5a/bin/c80xx	70	80	1426962	a84b7c0dfe37e4f6
/home/hiro/prj/jev-optimize/artifacts/hintbench-aa-study/p5a/bin/c96xxxxxxxxxxxx	80	96	1426963	a84b7c0dfe37e4f6
