path	len	chunk	inode	sha256
/home/hiro/prj/jev-optimize/artifacts/hintbench-aa-study/p3/bin/S112xxxxxxxxxxxxxxxxxxxxxxxxxxxx	96	112	1426938	a84b7c0dfe37e4f6
/home/hiro/prj/jev-optimize/artifacts/hintbench-aa-study/p3/bin/S096xxxxxxxxxxxx	80	96	1426939	a84b7c0dfe37e4f6
