path	len	chunk	inode	sha256
/home/hiro/prj/jev-optimize/artifacts/hintbench-aa-study/p5c/bin/c112xxxxxxxxxxxxxxxxxxxxxxxxxxx	96	112	1426981	a84b7c0dfe37e4f6
/home/hiro/prj/jev-optimize/artifacts/hintbench-aa-study/p5c/bin/c80xx	70	80	1426982	a84b7c0dfe37e4f6
/home/hiro/prj/jev-optimize/artifacts/hintbench-aa-study/p5c/bin/c96xxxxxxxxxxxx	80	96	1426983	a84b7c0dfe37e4f6
